Core developers,Peripheral developers,Issues reporters,Discussions contributors
0.4666044527396347,10.791894414078122,31.86908412211705,56.87241701106519
0.46851574212893554,5.097451274362818,22.057721139430285,72.37631184407796
2.482876712328767,2.654109589041096,28.767123287671232,66.0958904109589
1.479416809605489,27.915951972555746,42.73156089193825,27.873070325900514
0.09237875288683603,2.678983833718245,10.946882217090069,86.28175519630484
0.6191950464396285,1.6253869969040247,24.174406604747162,73.58101135190918
0.08216926869350863,1.4790468364831553,12.818405916187347,85.62037797863599
0.20055151667084484,1.5292053146151918,24.667836550513915,73.60240661820005
0.7547169811320755,12.70440251572327,25.32494758909853,61.21593291404612
3.700097370983447,10.808179162609543,12.901655306718597,72.59006815968841
3.1317964332318398,30.491518051326665,18.96476729012614,47.411918225315354
0.625355315520182,10.858442296759522,13.189312109152928,75.32689027856736
0.29261155815654716,6.291148500365765,12.36283833211412,81.05340160936358
1.6115351993214588,11.365564037319762,26.97201017811705,60.05089058524173
0.182648401826484,3.835616438356164,20.91324200913242,75.06849315068493
1.5086206896551724,18.211206896551722,17.564655172413794,62.71551724137931
0.4968944099378882,5.838509316770186,25.341614906832298,68.32298136645963
0.9626955475330926,6.498194945848375,26.113116726835138,66.4259927797834
0.2,10.0,17.2,72.6
2.9874213836477987,10.062893081761006,25.31446540880503,61.63522012578616
6.339712918660287,2.6315789473684212,16.507177033492823,74.52153110047847
0.15360983102918588,10.75268817204301,25.806451612903224,63.287250384024574
0.13395847287340926,18.754186202277292,21.03148024112525,60.08037508372404
1.2471655328798186,11.224489795918368,16.439909297052154,71.08843537414965
5.730659025787966,3.2951289398280803,15.759312320916905,75.21489971346705
0.8121827411167513,6.2944162436548226,20.609137055837564,72.28426395939087
0.7868383404864091,6.723891273247497,26.25178826895565,66.23748211731045
8.362989323843417,11.209964412811388,31.85053380782918,48.57651245551602
2.4539877300613497,3.067484662576687,17.586912065439673,76.89161554192229
2.4986849026827986,1.5255128879537085,12.677538137822198,83.2982640715413
0.9719222462203023,16.09071274298056,46.868250539956804,36.06911447084233
1.4031805425631432,7.764265668849392,14.40598690364827,76.42656688493919
1.13314447592068,1.4164305949008498,27.762039660056658,69.68838526912181
8.450704225352112,14.366197183098592,34.36619718309859,42.816901408450704
3.6075036075036073,10.38961038961039,14.862914862914863,71.13997113997114
2.1881838074398248,8.533916849015318,48.14004376367615,41.137855579868706
2.079722703639515,7.79896013864818,15.59792027729636,74.52339688041594
1.5904572564612327,6.163021868787276,18.09145129224652,74.15506958250496
7.5524475524475525,13.846153846153847,14.125874125874127,64.47552447552448
2.179176755447942,4.600484261501211,18.159806295399516,75.06053268765133
4.5893719806763285,3.3816425120772946,12.801932367149758,79.22705314009661
0.29069767441860467,20.930232558139537,17.441860465116278,61.33720930232558
13.478818998716303,7.445442875481387,25.802310654685495,53.27342747111682
0.40404040404040403,7.070707070707071,15.757575757575758,76.76767676767676
8.625336927223719,23.450134770889488,23.71967654986523,44.20485175202156
0.4098360655737705,2.459016393442623,35.65573770491803,61.47540983606557
1.8404907975460123,16.56441717791411,27.300613496932517,54.29447852760736
5.053191489361702,23.138297872340427,26.595744680851062,45.212765957446805
3.382663847780127,8.033826638477802,12.684989429175475,75.8985200845666
0.8032128514056225,7.228915662650603,21.285140562248998,70.68273092369478
3.5714285714285716,17.207792207792206,7.792207792207792,71.42857142857143
3.1847133757961785,3.1847133757961785,16.878980891719745,76.7515923566879
1.1583011583011582,1.9305019305019304,10.038610038610038,86.87258687258688
0.0,7.798165137614679,25.229357798165136,66.97247706422019
4.40771349862259,9.090909090909092,11.019283746556473,75.48209366391184
1.7182130584192439,16.151202749140893,16.83848797250859,65.29209621993127
18.712273641851105,11.87122736418511,20.925553319919516,48.49094567404426
1.1299435028248588,11.299435028248588,26.55367231638418,61.016949152542374
2.7777777777777777,26.296296296296298,15.37037037037037,55.55555555555556
0.3125,8.125,19.0625,72.5
1.1811023622047243,2.3622047244094486,18.11023622047244,78.34645669291339
1.3333333333333333,16.0,48.0,34.666666666666664
0.5617977528089888,8.426966292134832,4.49438202247191,86.51685393258427
1.0204081632653061,8.16326530612245,25.510204081632654,65.3061224489796
3.491271820448878,5.486284289276808,17.456359102244388,73.56608478802993
1.36986301369863,8.219178082191782,27.397260273972602,63.013698630136986
0.0,3.0303030303030303,16.96969696969697,80.0
4.385964912280702,2.6315789473684212,19.29824561403509,73.6842105263158
1.6666666666666667,1.6666666666666667,8.333333333333334,88.33333333333333
0.6578947368421053,7.894736842105263,18.42105263157895,73.02631578947368
2.18978102189781,0.7299270072992701,16.05839416058394,81.02189781021897
4.069767441860465,13.953488372093023,6.976744186046512,75.0
12.987012987012987,3.896103896103896,0.0,83.11688311688312
9.395973154362416,1.1185682326621924,10.961968680089486,78.52348993288591
12.903225806451612,15.591397849462366,27.956989247311828,43.54838709677419
0.8865248226950354,3.5460992907801416,15.602836879432624,79.9645390070922
7.228915662650603,15.060240963855422,4.819277108433735,72.89156626506023
12.037037037037036,2.7777777777777777,16.666666666666668,68.51851851851852
8.300395256916996,2.3715415019762847,10.276679841897232,79.05138339920948
20.0,30.0,10.0,40.0
8.823529411764707,10.294117647058824,50.0,30.88235294117647
4.651162790697675,0.0,27.906976744186046,67.44186046511628
8.571428571428571,11.428571428571429,11.428571428571429,68.57142857142857
6.0606060606060606,21.21212121212121,36.36363636363637,36.36363636363637
3.278688524590164,21.311475409836067,6.557377049180328,68.85245901639344
57.142857142857146,0.0,0.0,42.857142857142854
6.451612903225806,8.064516129032258,29.032258064516128,56.45161290322581
0.0,5.882352941176471,5.882352941176471,88.23529411764706
0.0,30.0,0.0,70.0
17.857142857142858,14.285714285714286,0.0,67.85714285714286
0.228310502283105,5.47945205479452,40.8675799086758,53.42465753424658
0.8130081300813008,11.382113821138212,27.642276422764226,60.16260162601626
1.4285714285714286,5.714285714285714,41.42857142857143,51.42857142857143
36.8421052631579,15.789473684210526,15.789473684210526,31.57894736842105
